student_id,company,role,package_lpa,eligible,skill_match_pct,missing_skills
116,TechMahindra,Software Engineer,3.6,0,33.3,"Java, Networking"
116,TCS,Assistant System Engineer,3.5,0,25.0,"Data Structures, Java, SQL"
116,Infosys,Systems Engineer,4.0,0,25.0,"Java, Python, DBMS"
116,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
116,Cognizant,Programmer Analyst,4.0,0,0.0,"Java, SQL, Problem Solving"
116,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
116,HCL,Software Engineer,4.0,0,0.0,"C, Data Structures, SQL"
116,Amazon,SDE-1,18.0,0,0.0,"Data Structures, Algorithms, System Design, Java, Python"
116,Microsoft,SDE-1,22.0,0,0.0,"Data Structures, Algorithms, C++, System Design, Operating Systems"
116,Google,SWE,25.0,0,0.0,"Data Structures, Algorithms, System Design, Python, Computer Networks"
116,Adobe,Member Technical Staff,20.0,0,0.0,"Data Structures, Algorithms, Java, Problem Solving"
116,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
116,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
116,Mu Sigma,Data Analyst,7.0,0,0.0,"Python, Statistics, Data Analysis, SQL"
116,Fractal Analytics,Data Scientist,9.0,0,0.0,"Python, Machine Learning, Statistics, SQL, Pandas"
116,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
116,Persistent Systems,Software Engineer,5.5,0,0.0,"Java, Python, Data Structures, Git"
117,Accenture,Associate Software Engineer,4.5,1,50.0,"Java, Python"
117,TechMahindra,Software Engineer,3.6,0,33.3,"Java, Networking"
117,TCS,Assistant System Engineer,3.5,0,25.0,"Data Structures, Java, SQL"
117,Infosys,Systems Engineer,4.0,0,25.0,"Java, Python, DBMS"
117,Deloitte,Analyst,6.0,0,25.0,"Excel, SQL, Data Analysis"
117,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
117,Cognizant,Programmer Analyst,4.0,0,0.0,"Java, SQL, Problem Solving"
117,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
117,HCL,Software Engineer,4.0,0,0.0,"C, Data Structures, SQL"
117,Amazon,SDE-1,18.0,0,0.0,"Data Structures, Algorithms, System Design, Java, Python"
117,Microsoft,SDE-1,22.0,0,0.0,"Data Structures, Algorithms, C++, System Design, Operating Systems"
117,Google,SWE,25.0,0,0.0,"Data Structures, Algorithms, System Design, Python, Computer Networks"
117,Adobe,Member Technical Staff,20.0,0,0.0,"Data Structures, Algorithms, Java, Problem Solving"
117,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
117,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
117,Mu Sigma,Data Analyst,7.0,0,0.0,"Python, Statistics, Data Analysis, SQL"
117,Fractal Analytics,Data Scientist,9.0,0,0.0,"Python, Machine Learning, Statistics, SQL, Pandas"
117,Tredence,Business Analyst,8.0,0,0.0,"SQL, Power BI, Excel, Data Analysis"
117,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
117,Persistent Systems,Software Engineer,5.5,0,0.0,"Java, Python, Data Structures, Git"
118,Wipro,Project Engineer,3.8,1,66.7,Operating Systems
118,Adobe,Member Technical Staff,20.0,0,50.0,"Algorithms, Java"
118,Flipkart,SDE-1,16.0,0,50.0,"Algorithms, Java"
118,Zoho,Software Developer,6.5,0,50.0,"Java, DBMS"
118,Microsoft,SDE-1,22.0,0,40.0,"Algorithms, System Design, Operating Systems"
118,Cognizant,Programmer Analyst,4.0,0,33.3,"Java, SQL"
118,Capgemini,Software Engineer,4.2,0,33.3,"Java, DBMS"
118,HCL,Software Engineer,4.0,0,33.3,"C, SQL"
118,LTIMindtree,Software Engineer,4.0,0,33.3,"Java, SQL"
118,TCS,Assistant System Engineer,3.5,0,25.0,"Java, SQL, Communication Skills"
118,Persistent Systems,Software Engineer,5.5,0,25.0,"Java, Python, Git"
118,Amazon,SDE-1,18.0,0,20.0,"Algorithms, System Design, Java, Python"
118,Google,SWE,25.0,0,20.0,"Algorithms, System Design, Python, Computer Networks"
118,Infosys,Systems Engineer,4.0,0,0.0,"Java, Python, DBMS, Communication Skills"
118,Accenture,Associate Software Engineer,4.5,0,0.0,"Java, Python, Communication Skills, Agile"
118,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
118,Deloitte,Analyst,6.0,0,0.0,"Excel, SQL, Communication Skills, Data Analysis"
118,Mu Sigma,Data Analyst,7.0,0,0.0,"Python, Statistics, Data Analysis, SQL"
118,Fractal Analytics,Data Scientist,9.0,0,0.0,"Python, Machine Learning, Statistics, SQL, Pandas"
118,Tredence,Business Analyst,8.0,0,0.0,"SQL, Power BI, Excel, Data Analysis"
119,Cognizant,Programmer Analyst,4.0,0,33.3,"Java, SQL"
119,Adobe,Member Technical Staff,20.0,0,25.0,"Data Structures, Algorithms, Java"
119,Persistent Systems,Software Engineer,5.5,0,25.0,"Java, Python, Data Structures"
119,TCS,Assistant System Engineer,3.5,0,0.0,"Data Structures, Java, SQL, Communication Skills"
119,Infosys,Systems Engineer,4.0,0,0.0,"Java, Python, DBMS, Communication Skills"
119,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
119,Accenture,Associate Software Engineer,4.5,0,0.0,"Java, Python, Communication Skills, Agile"
119,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
119,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
119,HCL,Software Engineer,4.0,0,0.0,"C, Data Structures, SQL"
119,Amazon,SDE-1,18.0,0,0.0,"Data Structures, Algorithms, System Design, Java, Python"
119,Microsoft,SDE-1,22.0,0,0.0,"Data Structures, Algorithms, C++, System Design, Operating Systems"
119,Google,SWE,25.0,0,0.0,"Data Structures, Algorithms, System Design, Python, Computer Networks"
119,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
119,Deloitte,Analyst,6.0,0,0.0,"Excel, SQL, Communication Skills, Data Analysis"
119,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
119,Mu Sigma,Data Analyst,7.0,0,0.0,"Python, Statistics, Data Analysis, SQL"
119,Fractal Analytics,Data Scientist,9.0,0,0.0,"Python, Machine Learning, Statistics, SQL, Pandas"
119,Tredence,Business Analyst,8.0,0,0.0,"SQL, Power BI, Excel, Data Analysis"
119,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
120,Cognizant,Programmer Analyst,4.0,1,66.7,SQL
120,Accenture,Associate Software Engineer,4.5,1,50.0,"Python, Communication Skills"
120,Adobe,Member Technical Staff,20.0,0,75.0,Data Structures
120,Flipkart,SDE-1,16.0,0,75.0,Data Structures
120,Amazon,SDE-1,18.0,0,40.0,"Data Structures, System Design, Python"
120,Capgemini,Software Engineer,4.2,0,33.3,"C++, DBMS"
120,TechMahindra,Software Engineer,3.6,0,33.3,"Networking, Communication Skills"
120,HCL,Software Engineer,4.0,0,33.3,"Data Structures, SQL"
120,LTIMindtree,Software Engineer,4.0,0,33.3,"SQL, Data Structures"
120,TCS,Assistant System Engineer,3.5,0,25.0,"Data Structures, SQL, Communication Skills"
120,Infosys,Systems Engineer,4.0,0,25.0,"Python, DBMS, Communication Skills"
120,Zoho,Software Developer,6.5,0,25.0,"C++, Data Structures, DBMS"
120,Persistent Systems,Software Engineer,5.5,0,25.0,"Python, Data Structures, Git"
120,Microsoft,SDE-1,22.0,0,20.0,"Data Structures, C++, System Design, Operating Systems"
120,Google,SWE,25.0,0,20.0,"Data Structures, System Design, Python, Computer Networks"
120,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
120,Deloitte,Analyst,6.0,0,0.0,"Excel, SQL, Communication Skills, Data Analysis"
120,Mu Sigma,Data Analyst,7.0,0,0.0,"Python, Statistics, Data Analysis, SQL"
120,Fractal Analytics,Data Scientist,9.0,0,0.0,"Python, Machine Learning, Statistics, SQL, Pandas"
120,Tredence,Business Analyst,8.0,0,0.0,"SQL, Power BI, Excel, Data Analysis"
121,Zoho,Software Developer,6.5,0,50.0,"Java, C++"
121,Amazon,SDE-1,18.0,0,40.0,"Algorithms, Java, Python"
121,Microsoft,SDE-1,22.0,0,40.0,"Algorithms, C++, Operating Systems"
121,Google,SWE,25.0,0,40.0,"Algorithms, Python, Computer Networks"
121,Wipro,Project Engineer,3.8,0,33.3,"C++, Operating Systems"
121,Capgemini,Software Engineer,4.2,0,33.3,"C++, Java"
121,HCL,Software Engineer,4.0,0,33.3,"C, SQL"
121,LTIMindtree,Software Engineer,4.0,0,33.3,"Java, SQL"
121,TCS,Assistant System Engineer,3.5,0,25.0,"Java, SQL, Communication Skills"
121,Infosys,Systems Engineer,4.0,0,25.0,"Java, Python, Communication Skills"
121,Adobe,Member Technical Staff,20.0,0,25.0,"Algorithms, Java, Problem Solving"
121,Flipkart,SDE-1,16.0,0,25.0,"Algorithms, Java, REST API"
121,Mu Sigma,Data Analyst,7.0,0,25.0,"Python, Data Analysis, SQL"
121,Persistent Systems,Software Engineer,5.5,0,25.0,"Java, Python, Git"
121,Fractal Analytics,Data Scientist,9.0,0,20.0,"Python, Machine Learning, SQL, Pandas"
121,Cognizant,Programmer Analyst,4.0,0,0.0,"Java, SQL, Problem Solving"
121,Accenture,Associate Software Engineer,4.5,0,0.0,"Java, Python, Communication Skills, Agile"
121,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
121,Deloitte,Analyst,6.0,0,0.0,"Excel, SQL, Communication Skills, Data Analysis"
121,Tredence,Business Analyst,8.0,0,0.0,"SQL, Power BI, Excel, Data Analysis"
122,Accenture,Associate Software Engineer,4.5,1,50.0,"Java, Python"
122,TechMahindra,Software Engineer,3.6,0,33.3,"Java, Networking"
122,TCS,Assistant System Engineer,3.5,0,25.0,"Data Structures, Java, SQL"
122,Infosys,Systems Engineer,4.0,0,25.0,"Java, Python, DBMS"
122,Deloitte,Analyst,6.0,0,25.0,"Excel, SQL, Data Analysis"
122,Persistent Systems,Software Engineer,5.5,0,25.0,"Java, Python, Data Structures"
122,Amazon,SDE-1,18.0,0,20.0,"Data Structures, Algorithms, Java, Python"
122,Microsoft,SDE-1,22.0,0,20.0,"Data Structures, Algorithms, C++, Operating Systems"
122,Google,SWE,25.0,0,20.0,"Data Structures, Algorithms, Python, Computer Networks"
122,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
122,Cognizant,Programmer Analyst,4.0,0,0.0,"Java, SQL, Problem Solving"
122,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
122,HCL,Software Engineer,4.0,0,0.0,"C, Data Structures, SQL"
122,Adobe,Member Technical Staff,20.0,0,0.0,"Data Structures, Algorithms, Java, Problem Solving"
122,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
122,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
122,Mu Sigma,Data Analyst,7.0,0,0.0,"Python, Statistics, Data Analysis, SQL"
122,Fractal Analytics,Data Scientist,9.0,0,0.0,"Python, Machine Learning, Statistics, SQL, Pandas"
122,Tredence,Business Analyst,8.0,0,0.0,"SQL, Power BI, Excel, Data Analysis"
122,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
123,Deloitte,Analyst,6.0,1,50.0,"SQL, Communication Skills"
123,Tredence,Business Analyst,8.0,1,50.0,"SQL, Power BI"
123,Cognizant,Programmer Analyst,4.0,0,33.3,"Java, SQL"
123,Adobe,Member Technical Staff,20.0,0,25.0,"Data Structures, Algorithms, Java"
123,Mu Sigma,Data Analyst,7.0,0,25.0,"Python, Statistics, SQL"
123,Persistent Systems,Software Engineer,5.5,0,25.0,"Java, Python, Data Structures"
123,TCS,Assistant System Engineer,3.5,0,0.0,"Data Structures, Java, SQL, Communication Skills"
123,Infosys,Systems Engineer,4.0,0,0.0,"Java, Python, DBMS, Communication Skills"
123,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
123,Accenture,Associate Software Engineer,4.5,0,0.0,"Java, Python, Communication Skills, Agile"
123,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
123,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
123,HCL,Software Engineer,4.0,0,0.0,"C, Data Structures, SQL"
123,Amazon,SDE-1,18.0,0,0.0,"Data Structures, Algorithms, System Design, Java, Python"
123,Microsoft,SDE-1,22.0,0,0.0,"Data Structures, Algorithms, C++, System Design, Operating Systems"
123,Google,SWE,25.0,0,0.0,"Data Structures, Algorithms, System Design, Python, Computer Networks"
123,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
123,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
123,Fractal Analytics,Data Scientist,9.0,0,0.0,"Python, Machine Learning, Statistics, SQL, Pandas"
123,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
124,Google,SWE,25.0,0,40.0,"Data Structures, Algorithms, Python"
124,Persistent Systems,Software Engineer,5.5,0,25.0,"Java, Python, Data Structures"
124,Amazon,SDE-1,18.0,0,20.0,"Data Structures, Algorithms, Java, Python"
124,Microsoft,SDE-1,22.0,0,20.0,"Data Structures, Algorithms, C++, Operating Systems"
124,TCS,Assistant System Engineer,3.5,0,0.0,"Data Structures, Java, SQL, Communication Skills"
124,Infosys,Systems Engineer,4.0,0,0.0,"Java, Python, DBMS, Communication Skills"
124,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
124,Cognizant,Programmer Analyst,4.0,0,0.0,"Java, SQL, Problem Solving"
124,Accenture,Associate Software Engineer,4.5,0,0.0,"Java, Python, Communication Skills, Agile"
124,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
124,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
124,HCL,Software Engineer,4.0,0,0.0,"C, Data Structures, SQL"
124,Adobe,Member Technical Staff,20.0,0,0.0,"Data Structures, Algorithms, Java, Problem Solving"
124,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
124,Deloitte,Analyst,6.0,0,0.0,"Excel, SQL, Communication Skills, Data Analysis"
124,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
124,Mu Sigma,Data Analyst,7.0,0,0.0,"Python, Statistics, Data Analysis, SQL"
124,Fractal Analytics,Data Scientist,9.0,0,0.0,"Python, Machine Learning, Statistics, SQL, Pandas"
124,Tredence,Business Analyst,8.0,0,0.0,"SQL, Power BI, Excel, Data Analysis"
124,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
125,Adobe,Member Technical Staff,20.0,1,50.0,"Data Structures, Java"
125,Mu Sigma,Data Analyst,7.0,1,50.0,"Data Analysis, SQL"
125,Amazon,SDE-1,18.0,1,40.0,"Data Structures, System Design, Java"
125,Google,SWE,25.0,1,40.0,"Data Structures, System Design, Computer Networks"
125,Fractal Analytics,Data Scientist,9.0,1,40.0,"Machine Learning, SQL, Pandas"
125,Cognizant,Programmer Analyst,4.0,0,33.3,"Java, SQL"
125,HCL,Software Engineer,4.0,0,33.3,"Data Structures, SQL"
125,Infosys,Systems Engineer,4.0,0,25.0,"Java, DBMS, Communication Skills"
125,Accenture,Associate Software Engineer,4.5,0,25.0,"Java, Communication Skills, Agile"
125,Flipkart,SDE-1,16.0,0,25.0,"Data Structures, Java, REST API"
125,Persistent Systems,Software Engineer,5.5,0,25.0,"Java, Data Structures, Git"
125,Microsoft,SDE-1,22.0,0,20.0,"Data Structures, C++, System Design, Operating Systems"
125,TCS,Assistant System Engineer,3.5,0,0.0,"Data Structures, Java, SQL, Communication Skills"
125,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
125,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
125,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
125,Deloitte,Analyst,6.0,0,0.0,"Excel, SQL, Communication Skills, Data Analysis"
125,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
125,Tredence,Business Analyst,8.0,0,0.0,"SQL, Power BI, Excel, Data Analysis"
125,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
126,Wipro,Project Engineer,3.8,1,66.7,Data Structures
126,Microsoft,SDE-1,22.0,1,60.0,"Data Structures, Algorithms"
126,Accenture,Associate Software Engineer,4.5,1,50.0,"Java, Python"
126,Deloitte,Analyst,6.0,1,50.0,"SQL, Data Analysis"
126,Capgemini,Software Engineer,4.2,0,33.3,"Java, DBMS"
126,TechMahindra,Software Engineer,3.6,0,33.3,"Java, Networking"
126,TCS,Assistant System Engineer,3.5,0,25.0,"Data Structures, Java, SQL"
126,Infosys,Systems Engineer,4.0,0,25.0,"Java, Python, DBMS"
126,Zoho,Software Developer,6.5,0,25.0,"Java, Data Structures, DBMS"
126,Mu Sigma,Data Analyst,7.0,0,25.0,"Python, Data Analysis, SQL"
126,Tredence,Business Analyst,8.0,0,25.0,"SQL, Power BI, Data Analysis"
126,Persistent Systems,Software Engineer,5.5,0,25.0,"Java, Python, Data Structures"
126,Amazon,SDE-1,18.0,0,20.0,"Data Structures, Algorithms, Java, Python"
126,Google,SWE,25.0,0,20.0,"Data Structures, Algorithms, Python, Computer Networks"
126,Fractal Analytics,Data Scientist,9.0,0,20.0,"Python, Machine Learning, SQL, Pandas"
126,Cognizant,Programmer Analyst,4.0,0,0.0,"Java, SQL, Problem Solving"
126,HCL,Software Engineer,4.0,0,0.0,"C, Data Structures, SQL"
126,Adobe,Member Technical Staff,20.0,0,0.0,"Data Structures, Algorithms, Java, Problem Solving"
126,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
126,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
127,Flipkart,SDE-1,16.0,0,25.0,"Data Structures, Algorithms, Java"
127,Persistent Systems,Software Engineer,5.5,0,25.0,"Java, Python, Data Structures"
127,TCS,Assistant System Engineer,3.5,0,0.0,"Data Structures, Java, SQL, Communication Skills"
127,Infosys,Systems Engineer,4.0,0,0.0,"Java, Python, DBMS, Communication Skills"
127,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
127,Cognizant,Programmer Analyst,4.0,0,0.0,"Java, SQL, Problem Solving"
127,Accenture,Associate Software Engineer,4.5,0,0.0,"Java, Python, Communication Skills, Agile"
127,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
127,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
127,HCL,Software Engineer,4.0,0,0.0,"C, Data Structures, SQL"
127,Amazon,SDE-1,18.0,0,0.0,"Data Structures, Algorithms, System Design, Java, Python"
127,Microsoft,SDE-1,22.0,0,0.0,"Data Structures, Algorithms, C++, System Design, Operating Systems"
127,Google,SWE,25.0,0,0.0,"Data Structures, Algorithms, System Design, Python, Computer Networks"
127,Adobe,Member Technical Staff,20.0,0,0.0,"Data Structures, Algorithms, Java, Problem Solving"
127,Deloitte,Analyst,6.0,0,0.0,"Excel, SQL, Communication Skills, Data Analysis"
127,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
127,Mu Sigma,Data Analyst,7.0,0,0.0,"Python, Statistics, Data Analysis, SQL"
127,Fractal Analytics,Data Scientist,9.0,0,0.0,"Python, Machine Learning, Statistics, SQL, Pandas"
127,Tredence,Business Analyst,8.0,0,0.0,"SQL, Power BI, Excel, Data Analysis"
127,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
128,Wipro,Project Engineer,3.8,0,33.3,"C++, Data Structures"
128,Accenture,Associate Software Engineer,4.5,0,25.0,"Java, Python, Communication Skills"
128,Microsoft,SDE-1,22.0,0,20.0,"Data Structures, Algorithms, C++, System Design"
128,Google,SWE,25.0,0,20.0,"Data Structures, Algorithms, System Design, Python"
128,TCS,Assistant System Engineer,3.5,0,0.0,"Data Structures, Java, SQL, Communication Skills"
128,Infosys,Systems Engineer,4.0,0,0.0,"Java, Python, DBMS, Communication Skills"
128,Cognizant,Programmer Analyst,4.0,0,0.0,"Java, SQL, Problem Solving"
128,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
128,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
128,HCL,Software Engineer,4.0,0,0.0,"C, Data Structures, SQL"
128,Amazon,SDE-1,18.0,0,0.0,"Data Structures, Algorithms, System Design, Java, Python"
128,Adobe,Member Technical Staff,20.0,0,0.0,"Data Structures, Algorithms, Java, Problem Solving"
128,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
128,Deloitte,Analyst,6.0,0,0.0,"Excel, SQL, Communication Skills, Data Analysis"
128,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
128,Mu Sigma,Data Analyst,7.0,0,0.0,"Python, Statistics, Data Analysis, SQL"
128,Fractal Analytics,Data Scientist,9.0,0,0.0,"Python, Machine Learning, Statistics, SQL, Pandas"
128,Tredence,Business Analyst,8.0,0,0.0,"SQL, Power BI, Excel, Data Analysis"
128,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
128,Persistent Systems,Software Engineer,5.5,0,0.0,"Java, Python, Data Structures, Git"
129,Fractal Analytics,Data Scientist,9.0,0,60.0,"Statistics, SQL"
129,Infosys,Systems Engineer,4.0,0,25.0,"Java, DBMS, Communication Skills"
129,Accenture,Associate Software Engineer,4.5,0,25.0,"Java, Communication Skills, Agile"
129,Mu Sigma,Data Analyst,7.0,0,25.0,"Statistics, Data Analysis, SQL"
129,Persistent Systems,Software Engineer,5.5,0,25.0,"Java, Data Structures, Git"
129,Amazon,SDE-1,18.0,0,20.0,"Data Structures, Algorithms, System Design, Java"
129,Google,SWE,25.0,0,20.0,"Data Structures, Algorithms, System Design, Computer Networks"
129,TCS,Assistant System Engineer,3.5,0,0.0,"Data Structures, Java, SQL, Communication Skills"
129,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
129,Cognizant,Programmer Analyst,4.0,0,0.0,"Java, SQL, Problem Solving"
129,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
129,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
129,HCL,Software Engineer,4.0,0,0.0,"C, Data Structures, SQL"
129,Microsoft,SDE-1,22.0,0,0.0,"Data Structures, Algorithms, C++, System Design, Operating Systems"
129,Adobe,Member Technical Staff,20.0,0,0.0,"Data Structures, Algorithms, Java, Problem Solving"
129,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
129,Deloitte,Analyst,6.0,0,0.0,"Excel, SQL, Communication Skills, Data Analysis"
129,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
129,Tredence,Business Analyst,8.0,0,0.0,"SQL, Power BI, Excel, Data Analysis"
129,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
130,Tredence,Business Analyst,8.0,0,50.0,"SQL, Excel"
130,Amazon,SDE-1,18.0,0,40.0,"Algorithms, Java, Python"
130,Microsoft,SDE-1,22.0,0,40.0,"Algorithms, C++, Operating Systems"
130,Google,SWE,25.0,0,40.0,"Algorithms, Python, Computer Networks"
130,Wipro,Project Engineer,3.8,0,33.3,"C++, Operating Systems"
130,HCL,Software Engineer,4.0,0,33.3,"C, SQL"
130,LTIMindtree,Software Engineer,4.0,0,33.3,"Java, SQL"
130,TCS,Assistant System Engineer,3.5,0,25.0,"Java, SQL, Communication Skills"
130,Adobe,Member Technical Staff,20.0,0,25.0,"Algorithms, Java, Problem Solving"
130,Flipkart,SDE-1,16.0,0,25.0,"Algorithms, Java, REST API"
130,Deloitte,Analyst,6.0,0,25.0,"Excel, SQL, Communication Skills"
130,Zoho,Software Developer,6.5,0,25.0,"Java, C++, DBMS"
130,Mu Sigma,Data Analyst,7.0,0,25.0,"Python, Statistics, SQL"
130,Persistent Systems,Software Engineer,5.5,0,25.0,"Java, Python, Git"
130,Fractal Analytics,Data Scientist,9.0,0,20.0,"Python, Machine Learning, Statistics, SQL"
130,Infosys,Systems Engineer,4.0,0,0.0,"Java, Python, DBMS, Communication Skills"
130,Cognizant,Programmer Analyst,4.0,0,0.0,"Java, SQL, Problem Solving"
130,Accenture,Associate Software Engineer,4.5,0,0.0,"Java, Python, Communication Skills, Agile"
130,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
130,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
131,Cognizant,Programmer Analyst,4.0,0,33.3,"Java, Problem Solving"
131,HCL,Software Engineer,4.0,0,33.3,"C, Data Structures"
131,LTIMindtree,Software Engineer,4.0,0,33.3,"Java, Data Structures"
131,TCS,Assistant System Engineer,3.5,0,25.0,"Data Structures, Java, Communication Skills"
131,Accenture,Associate Software Engineer,4.5,0,25.0,"Java, Python, Communication Skills"
131,Flipkart,SDE-1,16.0,0,25.0,"Data Structures, Algorithms, Java"
131,Deloitte,Analyst,6.0,0,25.0,"Excel, Communication Skills, Data Analysis"
131,Mu Sigma,Data Analyst,7.0,0,25.0,"Python, Statistics, Data Analysis"
131,Tredence,Business Analyst,8.0,0,25.0,"Power BI, Excel, Data Analysis"
131,Fractal Analytics,Data Scientist,9.0,0,20.0,"Python, Machine Learning, Statistics, Pandas"
131,Infosys,Systems Engineer,4.0,0,0.0,"Java, Python, DBMS, Communication Skills"
131,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
131,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
131,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
131,Amazon,SDE-1,18.0,0,0.0,"Data Structures, Algorithms, System Design, Java, Python"
131,Microsoft,SDE-1,22.0,0,0.0,"Data Structures, Algorithms, C++, System Design, Operating Systems"
131,Google,SWE,25.0,0,0.0,"Data Structures, Algorithms, System Design, Python, Computer Networks"
131,Adobe,Member Technical Staff,20.0,0,0.0,"Data Structures, Algorithms, Java, Problem Solving"
131,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
131,Persistent Systems,Software Engineer,5.5,0,0.0,"Java, Python, Data Structures, Git"
132,Cognizant,Programmer Analyst,4.0,1,66.7,Java
132,HCL,Software Engineer,4.0,1,66.7,Data Structures
132,Capgemini,Software Engineer,4.2,0,33.3,"C++, Java"
132,LTIMindtree,Software Engineer,4.0,0,33.3,"Java, Data Structures"
132,TCS,Assistant System Engineer,3.5,0,25.0,"Data Structures, Java, Communication Skills"
132,Infosys,Systems Engineer,4.0,0,25.0,"Java, Python, Communication Skills"
132,Adobe,Member Technical Staff,20.0,0,25.0,"Data Structures, Algorithms, Java"
132,Deloitte,Analyst,6.0,0,25.0,"Excel, Communication Skills, Data Analysis"
132,Zoho,Software Developer,6.5,0,25.0,"Java, C++, Data Structures"
132,Mu Sigma,Data Analyst,7.0,0,25.0,"Python, Statistics, Data Analysis"
132,Tredence,Business Analyst,8.0,0,25.0,"Power BI, Excel, Data Analysis"
132,Fractal Analytics,Data Scientist,9.0,0,20.0,"Python, Machine Learning, Statistics, Pandas"
